track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,is_hit,track_name_length,artist_count,duration_min
1N7Aep1OewK9diaN9WbuuR,Waterparks,Double Dare,Stupid for You,62,191544,False,0.581,0.922,1,-3.408,0,0.0666,0.024,0.0,0.202,0.596,118.408,4,punk-rock,1,14,1,3.1924
1tDWVeCR9oWGX8d5J9rswk,Pink Floyd,The Dark Side of the Moon,Eclipse,62,130427,False,0.359,0.577,10,-10.804,1,0.0397,0.0589,0.751,0.0686,0.141,68.064,4,psych-rock,1,7,1,2.173783333333333
6JBX1drGsMrTE8JrAYYoou,Mayday Parade;Vic Fuentes,"Punk Goes Pop, Vol. 5",Somebody That I Used To Know,62,205320,False,0.457,0.939,3,-4.557,1,0.0835,0.00391,9.94e-06,0.145,0.467,136.064,4,punk-rock,1,28,2,3.422
4NQfrmGs9iQXVQI9IpRhjM,B.B. King,Completely Well,The Thrill Is Gone,62,324733,False,0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,4,j-rock,1,18,1,5.412216666666667
0u2WxM0Jw062o0XyNv1RDT,The Beatles,Tomorrow Never Knows (Take 1),Tomorrow Never Knows - Take 1,62,212880,False,0.423,0.819,5,-8.122,1,0.0931,0.0381,0.878,0.676,0.144,116.49,4,psych-rock,1,29,1,3.548
0gWvVB4bGvADocoPMEDy3K,The Doors,The Doors,The Crystal Ship,62,152000,False,0.313,0.42,10,-9.806,1,0.0303,0.797,2.35e-06,0.126,0.339,178.711,4,psych-rock,1,16,1,2.533333333333333
1mFrjW8e8fuAOowlU3Q3Dr,The Mamas & The Papas,Deliver,Dedicated To The One I Love,62,178733,False,0.396,0.452,7,-8.809,1,0.0326,0.814,0.0,0.192,0.307,103.264,4,psych-rock,1,27,1,2.9788833333333335
6JsiDFQRx7GHcuf2UroSYB,The Blue Stones,Black Holes,Black Holes (Solid Ground),62,185960,False,0.559,0.845,11,-4.236,0,0.0362,0.00757,3.66e-05,0.115,0.262,91.98,4,hard-rock,1,26,1,3.0993333333333335
7BVIm4yj3PQ6MwTPwcjka6,Steely Dan,Pretzel Logic,Any Major Dude Will Tell You,62,187266,False,0.684,0.416,2,-15.367,1,0.0447,0.647,0.0,0.0822,0.549,80.204,4,psych-rock,1,28,1,3.1211
2vyae4DvSU2gs8OMOGwXF2,AC/DC,Rock or Bust,Rock or Bust,62,183053,False,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,4,hard-rock,1,12,1,3.050883333333333
2F0V2ZtysDji16KdnRYnno,Adam Jensen,Street Fight,Street Fight,62,191180,False,0.716,0.738,1,-6.347,1,0.0406,0.0018,0.00676,0.113,0.349,129.04,4,alt-rock,1,12,1,3.1863333333333332
4OMu5a8sFpcRCPCcsoEaov,Led Zeppelin,Led Zeppelin,Babe I'm Gonna Leave You - 1990 Remaster,62,401066,False,0.404,0.435,4,-12.045,0,0.0323,0.246,0.00074,0.156,0.156,136.058,4,hard-rock,1,40,1,6.684433333333334
1SDiiE3v2z89VxC3aVRKHQ,Led Zeppelin,Led Zeppelin III (Remaster),Since I've Been Loving You - Remaster,62,444148,False,0.393,0.364,5,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,3,hard-rock,1,37,1,7.402466666666666
0YAMQSmHk6BSUGTYpaoqTJ,ONE OK ROCK,Niche Syndrome,Wherever you are,62,295600,False,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,4,j-rock,1,16,1,4.926666666666667
4YCnTYbq3oL1Lqpyxg33CU,Chubby Checker,Dancin' Party: The Chubby Checker Collection (1960-1966),The Twist,62,155040,False,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,4,rock-n-roll,1,9,1,2.584
1B8MHa0NveCF1ViBEOZWO5,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Addicted,62,232066,False,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3,punk-rock,1,8,1,3.867766666666667
4FlYcJnfkeBpowEHJ72Bmt,Bobby Day,Rockin' Robin,Rockin' Robin,62,160080,False,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,4,rockabilly,1,13,1,2.668
45Szkclj1lt4ubm7RFK68t,Del Shannon,Runaway with Del Shannon,Runaway,62,137306,False,0.594,0.533,10,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,4,rock-n-roll,1,7,1,2.2884333333333333
4avSaixVwu8uqfSs7zgoj3,Aerosmith,Get A Grip,Livin' On The Edge,62,380893,False,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58,4,hard-rock,1,18,1,6.348216666666667
3J9NEWkd9Cx1MwSSvDySkL,Europe,The Final Countdown (Expanded Edition),Rock the Night,62,247306,False,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,4,hard-rock,1,14,1,4.121766666666667
3iltRlox3jEeSKuqdW88EK,Canned Heat,On The Road Again,Going Up The Country,62,172866,False,0.622,0.239,5,-18.982,0,0.0447,0.859,0.051,0.109,0.737,79.674,4,psych-rock,1,20,1,2.8811
5QRs63VVKNaqUjg6XSSckM,Cinderella,Long Cold Winter,Don't Know What You Got (Till It's Gone),62,354640,False,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,4,hard-rock,1,40,1,5.910666666666667
1KBuhAHzia2qoD4u6YhvER,AC/DC,Stiff Upper Lip,Stiff Upper Lip,62,214560,False,0.588,0.851,7,-4.206,1,0.033,0.0344,0.00773,0.16,0.706,123.691,4,hard-rock,1,15,1,3.576
2Bhqg1ONbtcFBTR96H7oQw,Cypress Hill,Stash,Illusions - Harpsichord Mix,61,209200,False,0.85,0.723,2,-8.789,1,0.171,0.00943,0.0818,0.101,0.55,90.961,4,hard-rock,1,27,1,3.486666666666667
2wJJNgD6GrKoQ435VxTRv6,coldrain;Ryo,THE SIDE EFFECTS,MAYDAY (feat. Ryo from Crystal Lake),61,227011,True,0.522,0.97,10,-4.576,0,0.209,5.53e-05,0.0,0.246,0.488,121.054,4,hard-rock,1,36,2,3.783516666666667
3C542UknrX76XSRXTyQ1Qg,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Tighten Up,61,211336,False,0.517,0.711,6,-5.84,0,0.0627,0.000763,7.15e-06,0.568,0.582,108.846,4,punk-rock,1,10,1,3.522266666666667
2NPHU2WJaI3rrtCNNuQ8L1,Dorothy,ROCKISDEAD,Raise Hell,61,181868,False,0.547,0.693,6,-6.404,1,0.0264,0.0224,0.0,0.523,0.716,79.963,4,hard-rock,1,10,1,3.0311333333333335
5k02Wjsu2MdpF3c9VFQD0k,The Score,ATLAS,Never Going Back,61,197680,False,0.546,0.619,6,-6.09,0,0.042,0.0122,0.0,0.0585,0.625,159.982,4,alt-rock,1,16,1,3.2946666666666666
1hgvykolO4kBIEozATmpyj,The Beatles,A Hard Day's Night (Remastered),If I Fell - Remastered 2009,61,139466,False,0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,4,psych-rock,1,27,1,2.3244333333333334
6RzK7XvwxnRq6AKDklJS6L,Megadeth,"The Sick, The Dying… And The Dead!","The Sick, The Dying… And The Dead!",61,304053,False,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,4,hard-rock,1,34,1,5.06755
5hVepr5CHiTGtJY5bP4i5n,Scorpions,Comeblack,No One Like You,61,246533,False,0.601,0.928,7,-4.38,0,0.0481,0.014,0.000113,0.151,0.625,115.999,4,hard-rock,1,15,1,4.108883333333333
7A7FsIDnBMnz1PAnSOxUdh,Arctic Monkeys,I Ain't Quite Where I Think I Am,Body Paint,61,290584,False,0.556,0.315,7,-11.651,0,0.0625,0.568,0.0,0.0774,0.256,143.327,4,rock,1,10,1,4.843066666666667
3vhKrSxe3fRuS5Ogis76VO,Iron Maiden,Piece of Mind (2015 Remaster),Flight of Icarus - 2015 Remaster,61,230760,False,0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,4,hard-rock,1,32,1,3.846
7GHf8dQ2wA71wYOuRsQCZP,The Cascades,Rhythm Of The Rain,Rhythm of the Rain,61,146360,False,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,4,rock-n-roll,1,18,1,2.4393333333333334
4cvngM7l4dOwldWzMOEP6c,Red Hot Chili Peppers,Return of the Dream Canteen,La La La La La La La La,61,237489,True,0.426,0.217,9,-15.564,0,0.0401,0.895,9.89e-05,0.0867,0.179,128.22,4,alt-rock,1,23,1,3.95815
6jtUOVRO4p09Z7E35ERRL7,AC/DC,POWER UP,Demon Fire,61,210360,False,0.521,0.881,9,-5.309,1,0.0387,4.93e-06,0.0114,0.141,0.564,160.026,4,hard-rock,1,10,1,3.506
0QGwOFQChzflLAmPq5NwKo,Dion & The Belmonts,Presenting Dion And The Belmonts,A Teenager In Love,61,158253,False,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,4,rock-n-roll,1,18,1,2.63755
2ph6BRhGcUzc2W9wIulG5k,Bishop Briggs,Church Of Scars,White Flag,61,230586,False,0.524,0.805,4,-4.08,0,0.065,0.062,0.0,0.209,0.354,152.044,4,alt-rock,1,10,1,3.8431
0ESIjVxnDnCDaTPo6sStHm,The Beatles,With The Beatles (Remastered),Till There Was You - Remastered 2009,61,133506,False,0.727,0.338,5,-13.887,1,0.0454,0.79,0.0,0.105,0.646,122.421,4,psych-rock,1,36,1,2.2251
5axys0aO71B1dZDfnrxHvy,Red Hot Chili Peppers,Return of the Dream Canteen,Carry Me Home,61,253494,False,0.481,0.715,11,-7.14,1,0.0661,0.023,0.00213,0.181,0.222,131.452,3,alt-rock,1,13,1,4.2249
60jQTAr2OkFcV4SWSRz3st,Brenda Lee,Emotions,Emotions,61,171226,False,0.466,0.416,5,-8.249,1,0.026,0.742,5.04e-06,0.249,0.516,98.78,3,rockabilly,1,8,1,2.8537666666666666
4YwR2G26Pp5jNUX3gN3EIP,Def Leppard,The Story So Far: The Best Of Def Leppard,When Love And Hate Collide,61,256866,False,0.477,0.564,4,-8.582,1,0.028,0.0111,0.0,0.254,0.292,67.965,4,hard-rock,1,26,1,4.2811
1MUsWVRPLaC7ANKcEiMRCl,Elvis Presley,Platinum - A Life In Music,Don't Be Cruel,61,121960,False,0.678,0.494,2,-12.941,1,0.17,0.78,0.0,0.0737,0.803,84.398,4,rockabilly,1,14,1,2.0326666666666666
3XKMO7tvyyUmxRvlJGhYQm,amazarashi,地方都市のメメント・モリ,空に歌えば,61,217626,False,0.593,0.951,6,-1.335,0,0.0697,0.0142,1.13e-06,0.0961,0.64,102.04,4,j-rock,1,5,1,3.6271
4PINSJIlBWsnVeveicq1S8,The Velvet Underground;Nico,The Velvet Underground & Nico 45th Anniversary,I'll Be Your Mirror,61,134040,False,0.609,0.295,7,-14.933,1,0.0328,0.176,1.86e-06,0.0859,0.279,108.976,4,psych-rock,1,19,2,2.234
6kAOsnRUgp21bPiUoVZeuJ,Ozzy Osbourne;Jeff Beck,Patient Number 9 (feat. Jeff Beck),Patient Number 9 (feat. Jeff Beck),61,441402,False,0.316,0.869,7,-4.244,0,0.0642,0.000197,0.199,0.133,0.302,169.916,4,hard-rock,1,34,2,7.3567
0PkBTqRtN25z3oKasWoKlj,Roy Orbison,Sings Lonely and Blue,Only the Lonely,61,145533,False,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,4,rock-n-roll,1,15,1,2.42555
50xwQXPtfNZFKFeZ0XePWc,The Beatles,Revolver (Remastered),Yellow Submarine - Remastered 2009,61,158880,False,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,4,psych-rock,1,34,1,2.648
4C8qZRxrteBY9F8r2oZrV3,White Lion,Mane Attraction,You're All I Need,61,265160,False,0.506,0.539,2,-10.654,1,0.0293,0.11,0.0,0.185,0.208,118.668,4,hard-rock,1,17,1,4.419333333333333
4IYyGIbMS5ZkxDXGfPIrXr,The Del-Vikings,Come Go With Me: The Best Of The Del-Vikings,Come Go With Me,61,162293,False,0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,4,rockabilly,1,15,1,2.7048833333333335
1hTUFqJuQAMjXVGwUPWDqi,The Beatles,1 (Remastered),We Can Work It Out - Remastered 2015,61,135693,False,0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071,4,psych-rock,1,36,1,2.26155
6MKOd8KDFzwpu8Vz6ccZU5,ORANGE RANGE,*〜アスタリスク〜,*〜アスタリスク〜,61,255906,False,0.57,0.931,5,-3.983,1,0.0408,0.026,0.000211,0.312,0.677,127.988,4,j-rock,1,9,1,4.2651
5YnNWHKCJaJKwbagXDb5Uf,AC/DC,Black Ice,War Machine,61,189786,False,0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,4,hard-rock,1,11,1,3.1631
73OIUNKRi2y24Cu9cOLrzM,Pink Floyd,The Dark Side of the Moon,On the Run,61,225384,False,0.389,0.563,9,-21.191,1,0.0622,0.65,0.903,0.104,0.134,165.393,4,psych-rock,1,10,1,3.7564
5xzdDMhFYiuUONB0Mha9VS,Little Eva,Llllloco-Motion,The Locomotion,61,139120,False,0.629,0.782,3,-9.595,1,0.0574,0.709,0.0215,0.304,0.736,128.973,4,rock-n-roll,1,14,1,2.3186666666666667
6FBPOJLxUZEair6x4kLDhf,Pink Floyd,The Dark Side of the Moon,Any Colour You Like,61,206429,False,0.277,0.672,0,-12.582,1,0.0901,0.197,0.936,0.423,0.505,150.587,4,psych-rock,1,19,1,3.4404833333333333
1LwP9g1Hjbs64jXM2Qsxry,The Jesus and Mary Chain,Psychocandy (Expanded Version),Just Like Honey,61,182493,False,0.341,0.552,8,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,4,punk-rock,1,15,1,3.04155
6R6ux6KaKrhAg2EIB2krdU,Parachute,Wide Awake,Without You,61,228933,False,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4,punk-rock,1,11,1,3.81555
7sziTn5nHwrWf4K7gISaaU,Simple Plan;Sean Paul,Get Your Heart On!,Summer Paradise (feat. Sean Paul) - Single Version,61,234786,False,0.421,0.822,2,-4.415,1,0.0542,0.0132,0.0,0.092,0.751,171.935,4,punk-rock,1,50,2,3.9131
1sM0yZDxUhPQhkDh2CLd6l,Ricky Nelson,Rick Is 21,Travelin' Man - Remastered,61,143200,False,0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,4,rockabilly,1,26,1,2.3866666666666667
29zvr7PRPQhE8plnBZ44nZ,Waterparks,FUNERAL GREY,FUNERAL GREY,61,164138,True,0.645,0.85,1,-3.627,0,0.0898,0.0202,0.0,0.656,0.961,145.971,4,punk-rock,1,12,1,2.7356333333333334
6Wn3pdFtAcnYJyJVITwt7N,AC/DC,Highway to Hell,Girls Got Rhythm,61,203293,False,0.512,0.979,4,-4.267,0,0.156,0.0513,0.00102,0.358,0.535,137.794,4,hard-rock,1,16,1,3.3882166666666667
06PdA0DLgF4BfAeUNZAbFG,Fats Domino,Fats Domino Swings,Blueberry Hill,61,147880,False,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,3,rockabilly,1,14,1,2.4646666666666666
11fNLqDB47gMKj7BHhR2Qr,The Everly Brothers,The Very Best of The Everly Brothers,Wake up Little Susie,61,123520,False,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,4,rockabilly,1,20,1,2.058666666666667
3Kb4kr3DGzzU5OtYqycWvE,Elvis Presley,That's the Way It Is,"You've Lost That Loving Feeling - Live at The International Hotel, Las Vegas",61,264293,False,0.409,0.292,7,-13.276,1,0.0271,0.476,3.92e-05,0.61,0.342,78.395,4,rock-n-roll,1,76,1,4.404883333333333
1tdltVUBkiBCW1C3yB4zyD,The Beatles,Yellow Submarine Songtrack,Yellow Submarine,61,159160,False,0.616,0.636,1,-7.055,1,0.0325,0.208,0.0,0.517,0.654,110.618,4,psych-rock,1,16,1,2.6526666666666667
6k5QsifpMWtY5ilnzBZ0u4,The Hollies,Confessions of the Mind (Expanded Edition),He Ain't Heavy He's My Brother - 1998 Remaster,61,262266,False,0.304,0.421,7,-7.769,1,0.0293,0.46,4.03e-05,0.163,0.216,75.928,4,psych-rock,1,46,1,4.3711
3EFb1qDgIqf9MegIryKtDj,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,"Monday, Monday - Single Version",61,208293,False,0.488,0.464,1,-9.496,1,0.0284,0.742,0.0,0.57,0.709,109.853,4,psych-rock,1,31,1,3.47155
4ZCLM74MYhUy80TPiaAuee,White Lion,Pride,When the Children Cry,61,258600,False,0.493,0.242,4,-13.593,0,0.0291,0.68,0.0,0.071,0.345,130.258,4,hard-rock,1,21,1,4.31
738SQjONa0q63yhLxvg3m1,Zayde Wølf,Modern Alchemy,Gladiator,61,188333,False,0.54,0.78,9,-5.872,1,0.0418,0.0263,7.12e-06,0.35,0.514,144.011,4,alt-rock,1,9,1,3.1388833333333332
1OAp6qN5KmoGUQ2edICKsC,DECO*27,GHOST,Ghost Rule,61,210000,False,0.564,0.894,2,-4.596,1,0.0601,0.0279,0.0,0.281,0.472,104.955,4,j-rock,1,10,1,3.5
1Ap9wotYS99H8R17VONySZ,Megadeth,"The Sick, The Dying… And The Dead!",We’ll Be Back,61,269466,False,0.405,0.96,2,-3.916,1,0.074,0.0001,0.0576,0.182,0.417,174.952,4,hard-rock,1,13,1,4.4911
3uwIoa2emQILz6BmH6MtiW,Elvis Presley,Girls! Girls! Girls!,"Return to Sender - From ""Girls! Girls! Girls!""",61,126693,False,0.845,0.563,8,-9.488,1,0.0439,0.628,0.0,0.0614,0.969,130.335,4,rock-n-roll,1,46,1,2.11155
5YCPqMoXNlPeUJ9fm1dlz3,The Neighbourhood;Young Saab,Sweater Weather (Young Saab Remix),Sweater Weather - Young Saab Remix,61,267270,False,0.583,0.954,7,-4.179,0,0.0788,0.000553,0.243,0.414,0.421,124.029,4,alt-rock,1,34,2,4.4545
2lXu7SNGIKHJ8EV2EetYFa,majiko,命に嫌われている。,命に嫌われている。,61,274586,False,0.727,0.833,0,-3.384,1,0.0443,0.065,0.0,0.122,0.525,99.985,4,j-rock,1,9,1,4.576433333333333
2PuUFT13yCzUOZun94WOXv,"Crosby, Stills & Nash","Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster,61,444053,False,0.458,0.364,9,-13.126,1,0.0431,0.467,0.0,0.197,0.3,154.215,4,psych-rock,1,37,1,7.400883333333334
0ZiO07cHvb675UDaKB1iix,Aimer,Sun Dance,コイワズライ,61,235160,False,0.675,0.5,10,-5.825,1,0.0258,0.3,0.0,0.312,0.773,93.917,4,j-rock,1,6,1,3.9193333333333333
3J34JtfZNylVXSKN4TDf12,LiSA,明け星,明け星,61,269000,False,0.389,0.867,1,-3.604,1,0.048,0.000303,0.0,0.347,0.215,94.952,4,j-rock,1,3,1,4.483333333333333
3ILmwMefYZoQh5Cf5jeuUQ,Motohiro Hata,Documentary,透明だった世界,61,232360,False,0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,4,j-rock,1,7,1,3.8726666666666665
67q0QsfLcTa2SqhP2wQbia,Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),Used To Love Her,61,192666,True,0.615,0.902,1,-7.232,1,0.0331,0.464,2.44e-05,0.15,0.909,135.46,4,hard-rock,1,16,1,3.2111
2dEgwtRjYl6TJkIwjRwn6z,Warrant,Dirty Rotten Filthy Stinking Rich,Heaven,61,236866,False,0.461,0.488,6,-11.143,1,0.0287,0.115,0.0,0.128,0.33,145.778,4,hard-rock,1,6,1,3.947766666666667
0ZvgXNstN4o2ZXPomtBYVp,Little Richard,Good Golly!,"Good Golly, Miss Molly",61,129132,False,0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,4,rock-n-roll,1,22,1,2.1522
58HpsDKeYoLtNhXFQyQmz5,The All-American Rejects,Move Along,Move Along,61,238880,False,0.526,0.92,3,-3.866,1,0.0472,0.000124,0.0,0.371,0.615,109.86,4,punk-rock,1,10,1,3.981333333333333
70WSr32oW4jC1na5I0j0D6,The Brian Jonestown Massacre,Their Satanic Majesties' Second Request,Anemone,61,334466,False,0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,4,psych-rock,1,7,1,5.574433333333333
3c06k9x6MHHdPQi3ix68yF,The Lovin' Spoonful,Daydream,Daydream,61,139093,False,0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802,4,psych-rock,1,8,1,2.318216666666667
45jGOHwYKgsRYbAJ8DR61d,Motohiro Hata,青の光景,ひまわりの約束,61,308146,False,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,4,j-rock,1,7,1,5.135766666666667
23MrkN7g6Q5U7GLIxNHN1B,Jimi Hendrix,Are You Experienced,Foxey Lady,61,198773,False,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,4,psych-rock,1,10,1,3.312883333333333
1yJWqYYDQge60nZKdLyiZU,Firehouse,Hold Your Fire,When I Look Into Your Eyes,61,239866,False,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,4,hard-rock,1,26,1,3.9977666666666667
1soxeK1ZBX9SsSjK4j4ECa,UFO,Phenomenon (2007 Remaster),Doctor Doctor - 2007 Remaster,61,252453,False,0.361,0.799,2,-6.962,0,0.0392,0.000173,9.13e-05,0.496,0.576,143.077,4,psych-rock,1,29,1,4.20755
2iqA5Na5vlo0bnZUf8KT1N,LCD Soundsystem,new body rhumba (from the film White Noise),new body rhumba (from the film White Noise),61,443853,False,0.707,0.931,2,-5.463,1,0.0545,0.0933,0.00267,0.153,0.702,136.822,4,punk-rock,1,43,1,7.39755
5VWC7v2dC2K0SIIjT9WTLN,Pink Floyd,Wish You Were Here,Welcome to the Machine,61,451680,False,0.381,0.358,0,-12.423,1,0.0365,0.524,0.169,0.0747,0.036,133.271,4,psych-rock,1,22,1,7.528
4pRYWucBrSGVwY95PWw4do,Hillsong UNITED;Brooke Ligertwood,All Of The Above,Hosanna,61,330360,False,0.404,0.634,1,-4.772,0,0.0311,0.0371,0.00209,0.182,0.0943,153.951,4,alt-rock,1,7,2,5.506
5UgT7w6zVZjP3oyawMzbiK,The Doors,The Doors,The End,61,703373,True,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,4,psych-rock,1,7,1,11.722883333333334
60TYdVs6TWIsAJ1MPRdv59,Blue Öyster Cult,Blue Oyster Cult,Then Came the Last Days of May,61,210546,False,0.367,0.609,9,-11.221,0,0.0457,0.301,0.0243,0.196,0.443,149.386,4,hard-rock,1,30,1,3.5091
3Z25k4ZF6QENy2d9YatsM5,The Beatles,Abbey Road (Remastered),I Want You (She's So Heavy) - Remastered 2009,61,467320,False,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,4,psych-rock,1,45,1,7.788666666666667
20sXcaJkWP0DdzA58Colw3,Iron Maiden,Senjutsu,The Writing On The Wall,61,373898,False,0.402,0.912,2,-5.447,0,0.0442,0.00158,0.000179,0.0923,0.566,90.045,4,hard-rock,1,23,1,6.231633333333333
6aiHF2IbJr6lG4Vu9em8KF,Imagine Dragons;Kaskade,Believer (Kaskade Remix),Believer - Kaskade Remix,61,190893,False,0.73,0.634,10,-5.084,0,0.0509,0.181,2.24e-06,0.118,0.182,126.022,4,rock,1,24,2,3.18155
6v5VsfCYKdrkQBTMhAlkDr,Guns N' Roses,Appetite For Destruction,Rocket Queen,61,373466,False,0.448,0.945,10,-7.978,1,0.0394,0.0219,0.246,0.0254,0.437,111.705,4,hard-rock,1,12,1,6.224433333333334
4pIO4Hi73yRGnXt8zRbQ7m,The Seige,"Arise (From Marvel's ""Cloak & Dagger"")","Arise (From Marvel's ""Cloak & Dagger"")",61,130500,False,0.627,0.852,8,-3.545,1,0.172,0.0212,0.0,0.138,0.412,139.934,4,alt-rock,1,38,1,2.175
3LhGRE7ZNOEZhrqazWMYRI,The Score,ATLAS (Deluxe),Money Run Low,61,185466,False,0.651,0.933,7,-3.978,0,0.0457,0.0203,0.0,0.306,0.798,134.048,4,alt-rock,1,13,1,3.0911
6ckozbGmOusAnLT2LEbERy,Metallica,Ride The Lightning (Remastered),Fight Fire With Fire - Remastered,61,284506,False,0.283,0.988,0,-7.017,1,0.111,3.75e-05,0.728,0.0712,0.133,90.791,4,hard-rock,1,33,1,4.741766666666667
3BIzHNxAQbRTY4LCp1oMR1,Mild High Club,Skiptracing,Tesselation,60,152824,False,0.667,0.407,9,-9.467,1,0.0323,0.138,0.118,0.0961,0.551,73.998,4,psych-rock,1,11,1,2.547066666666667
2Qhvi6R73Zj3cpzRYzcAww,Bobby Goldsboro,Honey,Honey,60,238733,False,0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,4,rock-n-roll,1,5,1,3.9788833333333335
1BH3rSiixIJhXe3viUeMAN,Saint Chaos;Sam Tinnesz,Seeing Red,Walk,60,170210,False,0.697,0.883,10,-3.815,0,0.0694,0.0178,0.0,0.481,0.796,121.963,4,alt-rock,1,4,2,2.8368333333333333
6cA1usDL8nTHeSgFewQat3,The Velvet Underground,The Velvet Underground (45th Anniversary),After Hours,60,127453,False,0.608,0.152,7,-20.989,0,0.172,0.836,0.0,0.182,0.472,120.834,4,psych-rock,1,11,1,2.124216666666667
0RbcDELsGTciLeMGsSdJAc,Cage The Elephant,Social Cues,Broken Boy,60,163200,False,0.52,0.931,4,-3.051,1,0.0969,0.0018,0.000306,0.115,0.557,166.018,4,punk-rock,1,10,1,2.72
6MNY72T605kPIOH3hnioxu,Aimer,Penny Rain,Ref:rain,60,289986,False,0.472,0.672,7,-4.297,1,0.0287,0.0343,0.0,0.0936,0.313,77.982,4,j-rock,1,8,1,4.8331
57sk9X1fPLXRfkw74XNrmK,ONE OK ROCK,Ambitions,We Are,60,255400,False,0.41,0.834,5,-5.375,1,0.054,0.0651,0.0,0.115,0.333,147.982,4,j-rock,1,6,1,4.256666666666667
542C7PqR1oEfl63hlhQO4V,Charlie Rich,Behind Closed Doors,The Most Beautiful Girl,60,161906,False,0.576,0.318,7,-14.366,1,0.0286,0.661,7.47e-06,0.167,0.41,103.493,4,rock-n-roll,1,23,1,2.6984333333333335
5CGpPUcUahMuLzkNK9ZgPP,Traffic,Mr. Fantasy,Dear Mr. Fantasy,60,334000,False,0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,4,psych-rock,1,16,1,5.566666666666666
7kxfWvj6u9oWQ5C36kMtGb,Alter Bridge,Blackbird,Watch Over You,60,259133,False,0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,4,alt-rock,1,14,1,4.318883333333333
141GeeQQItnC1sH7gXUDlf,Red Hot Chili Peppers,Return of the Dream Canteen,Copperbelly,60,224983,False,0.592,0.616,2,-7.227,0,0.0337,0.0917,0.0106,0.179,0.492,129.896,3,alt-rock,1,11,1,3.7497166666666666
